name_ID,name_orig,name_orig_for_lookup,google_name,name_compare,brief_desc,image_url,image_source,detailed_desc,desc_source
368,"Simmons, Will",Will Simmons,Bill Simmons,FALSE,American sports analyst,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcShWprgjpN0dt3tD3wAq5iFT20KzjZAeEySd_EuOCIKE51ZRx_D,https://en.wikipedia.org/wiki/Bill_Simmons,"William John Simmons III is an American sports analyst, author, podcaster, and former sports writer who is the founder and CEO of the sports and pop culture website The Ringer. ",https://en.wikipedia.org/wiki/Bill_Simmons
371,"Thomson, Elihu",Elihu Thomson,Elihu Thomson,TRUE,Engineer,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQD8vwWn7usMpiXPj59UuKxYpt725kbmIB61j-eYtjKKs4khrzu,https://commons.wikimedia.org/wiki/File:Elihu_Thomson_1853_%E2%80%931937.jpg,"Elihu Thomson was an English-born American engineer and inventor who was instrumental in the founding of major electrical companies in the United States, the United Kingdom and France.",https://en.wikipedia.org/wiki/Elihu_Thomson
372,"Wilson, Nancy",Nancy Wilson,Nancy Wilson,TRUE,American musician,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTWp_Lv849-Bvy47gcbVEsLMUlHMluWPukiUb5jONyhxC0qlJjA,https://pt.wikipedia.org/wiki/Ficheiro:Nancy_Wilson_1998.jpg,"Nancy Lamoureaux Wilson is an American musician, singer, songwriter, producer, and film composer. She rose to fame alongside her older sister, singer Ann Wilson, as a guitarist and backing vocalist in the rock band Heart, which she joined in 1974.
",https://en.wikipedia.org/wiki/Nancy_Wilson_(rock_musician)
373,"Alexander, Lamar",Lamar Alexander,Lamar Alexander,TRUE,United States Senator,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTW3aQwV9kFekZy1T4N9_VuOdCTlodpHqzcJO7e2WWtGn-wIH5G,https://commons.wikimedia.org/wiki/File:Lamar_Alexander_official_photo.jpg,"Andrew Lamar Alexander Jr. is an American politician who is currently serving as the senior United States Senator from Tennessee, a seat he has held since 2003. ",https://en.wikipedia.org/wiki/Lamar_Alexander
374,"Anderson, John M.",John M. Anderson,Mullet,FALSE,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT474FlaSGIA1peNiURisaVXO2-vTVwNsUo0d4pgCvCQi2VvEfi,https://commons.wikimedia.org/wiki/File:Mulletman.jpg,"The mullet is a hairstyle in which the hair is short at the front and sides, but long at the back. It is usually worn by men.",https://en.wikipedia.org/wiki/Mullet_(haircut)
375,"Beck, Glenn",Glenn Beck,Glenn Beck,TRUE,CEO of TheBlaze,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS0MFqCNdYq81ibUx5NOOVJ6VJt4d011Xue89JOblHPxVJBKe47,https://commons.wikimedia.org/wiki/File:Glenn_Beck_(25030472253)_(cropped).jpg,"Glenn Lee Beck is an American conservative political commentator, radio host, television producer, and conspiracy theorist. He is the CEO, founder, and owner of Mercury Radio Arts, the parent company of his television and radio network TheBlaze. ",https://en.wikipedia.org/wiki/Glenn_Beck
377,"Brashear, John A.",John A. Brashear,John Brashear,FALSE,American astronomer,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSyDNgEs78jHH3q4y1C4rKVfCqlwArei3rsgaMV54mDKG7_W6KE,https://en.wikipedia.org/wiki/John_Brashear,Dr. John Alfred Brashear was an American astronomer and instrument builder.,https://en.wikipedia.org/wiki/John_Brashear
378,"Bush, Barbara",Barbara Bush,Barbara Bush,TRUE,Former First Lady of the United States,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsrwLiAzo2hx-xOQg1q6ncMUK-2wsP5dAgLwNjpKPiJx57mq0V,https://no.m.wikipedia.org/wiki/Fil:First_Lady_Barbara_Bush.jpg,"Barbara Pierce Bush was the first lady of the United States from 1989 to 1993 as the wife of George H. W. Bush, who served as the 41st president of the United States, and founder of the Barbara Bush Foundation for Family Literacy. ",https://en.wikipedia.org/wiki/Barbara_Bush
383,"Eisenhower, Mamie Doud",Mamie Doud Eisenhower,Mamie Eisenhower,FALSE,Former First Lady of the United States,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRIXO8nwILpTMLGK6BMsptfRTdM0XKiAUWyLSEdMbVfdY2jG_03,https://en.wikipedia.org/wiki/File:Mamie_eisenhower.gif,"Mamie Geneva Eisenhower was the wife of President Dwight D. Eisenhower and thereby First Lady of the United States from 1953 to 1961.
Mamie married Dwight Eisenhower at age 19 in 1916. The young couple moved frequently between military quarters in many postings, from Panama to the Philippines. ",https://en.wikipedia.org/wiki/Mamie_Eisenhower
385,"Ferraro, Geraldine O.",Geraldine O. Ferraro,Geraldine Ferraro,FALSE,American Politician,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSO5NPH9H-8_ZsHwgoVj7nwlM-KIb06jeXv6DA8ND8sauhQcP5s,https://commons.wikimedia.org/wiki/File:GERALDINE_FERRARO.jpg,"Geraldine Anne ""Gerry"" Ferraro was an American politician, diplomat, and attorney. She served in the United States House of Representatives from 1979 to 1985, and was the Democratic Party's vice presidential nominee in 1984, running alongside former vice president Walter Mondale; making her the first female vice-presidential nominee representing a major American political party. ",https://en.wikipedia.org/wiki/Geraldine_Ferraro
386,"Fitzgerald, Ella",Ella Fitzgerald,Ella Fitzgerald,TRUE,American jazz singer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTiyJM5jpq05OjvcIeMTlrQKs-7mqjKYThgG8MSY9rBUVKZYERe,https://commons.wikimedia.org/wiki/File:Ella_Fitzgerald_1962.JPG,"Ella Jane Fitzgerald was an American jazz singer, sometimes referred to as the First Lady of Song, Queen of Jazz, and Lady Ella. ",https://en.wikipedia.org/wiki/Ella_Fitzgerald
388,"Greatorex, Eliza Pratt",Eliza Pratt Greatorex,Eliza Pratt Greatorex,TRUE,American artist,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRbdUez3xaXw8wMBWJ4XFyCQMGXi1NMnSy-qyaM30AwswfQtD1K,https://en.wikipedia.org/wiki/Eliza_Pratt_Greatorex,Eliza Pratt Greatorex was an Irish-born American artist who was affiliated with the Hudson River School. She is known for her landscape paintings as well as for several series of pen-and-ink drawings and etchings that were published in book form. ,https://en.wikipedia.org/wiki/Eliza_Pratt_Greatorex
389,"Hoover, Lou Henry",Lou Henry Hoover,Lou Henry Hoover,TRUE,Former First Lady of the United States,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcS-j1_FOGCgd4hdeYG66BKVTLGujJmJhedv1UW3-3n8eLFUwNdR,https://commons.wikimedia.org/wiki/File:Lou-Henry-Hoover-WH-Portrait.jpg,"Lou Hoover was the wife of President Herbert Hoover and served as the First Lady of the United States from 1929 to 1933.
Marrying her geologist and mining engineer husband in 1899, she traveled widely with him, including to Shanghai, China, and became a cultivated scholar and linguist. ",https://en.wikipedia.org/wiki/Lou_Henry_Hoover
390,"Horton, Christopher",Christopher Horton,Chris Horton,FALSE,American football safety,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjyMqv2al3TSeVH1yz4G8ENSxXoUMgRAvEQItIVgbVIKc7dJpT,https://en.wikipedia.org/wiki/Chris_Horton,Christopher D. Horton is a former American football safety that is currently the special teams coach for the Baltimore Ravens of the National Football League. He was drafted by the Washington Redskins in the seventh round of the 2008 NFL Draft. He played college football at UCLA.,https://en.wikipedia.org/wiki/Chris_Horton
391,"Japanese, World War II",World War II Japanese,Allies of World War II,FALSE,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQreGfuxPgSw1ZFpTIcmKMMyBKmM8lpSg3CKrO4W5xAsn9eH1vZ,https://en.wikipedia.org/wiki/Allies_of_World_War_II,"The Allies of World War II, called the United Nations from the 1 January 1942 declaration, were the countries that together opposed the Axis powers during the Second World War. ",https://en.wikipedia.org/wiki/Allies_of_World_War_II
392,"Kennedy, Caroline",Caroline Kennedy,Caroline Kennedy,TRUE,American author,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTGoUs6BHk8mDMqpf2jTGJ7tCXVnHUiuTjCFFaUUmsFEek0rv5,https://commons.wikimedia.org/wiki/File:Caroline_Kennedy_US_State_Dept_photo.jpg,"Caroline Bouvier Kennedy is an American author, attorney, and diplomat who served as the United States Ambassador to Japan from 2013 to 2017. She is a member of the Kennedy family and the only surviving child of President John F. Kennedy and First Lady Jacqueline Bouvier Kennedy.
Kennedy was five days shy of her sixth birthday when her father was assassinated on November 22, 1963. The following year, Caroline, her mother, and brother John F. Kennedy Jr. settled on the Upper East Side of Manhattan, where she attended school. ",https://en.wikipedia.org/wiki/Caroline_Kennedy
394,"Nixon, Patricia",Patricia Nixon,Tricia Nixon Cox,FALSE,Richard Nixon's daughter,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcThO7ZsOOnSPbJQqwXJysc2b3xLUP3rbkc-9Rzaf2e8254v8Dux,https://en.wikipedia.org/wiki/File:Nixon_Contact_Sheet_WHPO-D1055_(cropped).jpg,"Patricia Nixon Cox is the elder daughter of the 37th President Richard Nixon and First Lady Pat Nixon, and sister to Julie Nixon Eisenhower.
She is married to Edward F. Cox and is the mother of Christopher Nixon Cox.
In her father's public career, Cox performed a ceremonial role, in contrast to Julie's more political involvement. She accompanied him on many campaign stops and, after his inauguration, on state trips around the world.",https://en.wikipedia.org/wiki/Tricia_Nixon_Cox
397,"Pelosi, Nancy",Nancy Pelosi,Nancy Pelosi,TRUE,Speaker of the United States House of Representatives,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQKPjtddU9dV3rUozVnJABL6u3bc3NCtcCCMdk7ME2qcqVoTEZd,https://commons.wikimedia.org/wiki/File:Official_photo_of_Speaker_Nancy_Pelosi_in_2019.jpg,Nancy Patricia Pelosi is an American politician serving as a congresswoman from California and the Speaker of the United States House of Representatives. ,https://en.wikipedia.org/wiki/Nancy_Pelosi
398,"Perry, Rick",Rick Perry,Rick Perry,TRUE,Former United States Secretary of Energy,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTll8sA5fiiInzi8aOCp_hSrJ4ZIZixWoPNTFukLoCXUpaF9MBx,https://ru.m.wikipedia.org/wiki/%D0%A4%D0%B0%D0%B9%D0%BB:Rick_Perry_official_portrait.jpg,"James Richard ""Rick"" Perry is an American politician who served as the 14th United States Secretary of Energy from 2017 to 2019. ",https://en.wikipedia.org/wiki/Rick_Perry
399,"Rankin, Jeannette",Jeannette Rankin,Jeannette Rankin,TRUE,American Politician,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHQxiiY9lynpm-R_PrwTCjoMIRLqgMFKHFVV9wQCSqhzkCtWWO,https://en.wikipedia.org/wiki/Jeannette_Rankin,"Jeannette Pickering Rankin was an American politician and women's rights advocate, and the first woman to hold federal office in the United States. She was elected to the U.S. House of Representatives as a Republican from Montana in 1916, and again in 1940.
",https://en.wikipedia.org/wiki/Jeannette_Rankin
400,"Reagan, Nancy",Nancy Reagan,Nancy Reagan,TRUE,Former First Lady of the United States,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQwc8ZmBslkcGg96C5Qokf52FrXttNPYVOxSeegQsFRpw1X1iTG,https://commons.wikimedia.org/wiki/File:Photograph_of_the_Official_Portrait_of_Mrs._Reagan_-_NARA_-_198534.jpg,"Nancy Davis Reagan was an American film actress and the second wife of Ronald Reagan, the 40th president of the United States. She was the first lady of the United States from 1981 to 1989.
She was born in New York City. ",https://en.wikipedia.org/wiki/Nancy_Reagan
403,"Roosevelt, Franklin Delano",Franklin Delano Roosevelt,Franklin D. Roosevelt,FALSE,32nd U.S. President,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQuRW16tNmrUvXyKIGV_NUsdhP8oDmpFdJCIKLH4u0UB1RjhZvS,https://commons.wikimedia.org/wiki/File:1944_portrait_of_FDR_(2).jpg,"Franklin Delano Roosevelt, often referred to by his initials FDR, was an American politician who served as the 32nd president of the United States from 1933 until his death in 1945. ",https://en.wikipedia.org/wiki/Franklin_D._Roosevelt
406,"Sanchez, Emilio",Emilio Sanchez,Emilio SÃ¡nchez,FALSE,Tennis player,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRl2TcCAgsK1cCmEJDly2NvMLG2kR1cOVjO7oWFY81_JdiKS0jo,https://en.wikipedia.org/wiki/Emilio_S%C3%A1nchez,Emilio Ãngel SÃ¡nchez Vicario is a former world No. 1 doubles professional tennis player from Spain. He won five Grand Slam doubles titles and the men's doubles silver medal at the 1988 Olympic Games. ,https://en.wikipedia.org/wiki/Emilio_S%C3%A1nchez
408,"Skinner, B. F.",B. F. Skinner,B. F. Skinner,TRUE,American psychologist,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSZ7V8S-RnPlEnsUVEbY9NMR6HmK3nhVkvTz4A-dq8et3lU2XTh,https://commons.wikimedia.org/wiki/File:B.F._Skinner.jpg,"Burrhus Frederic Skinner was an American psychologist, behaviorist, author, inventor, and social philosopher. He was a professor of psychology at Harvard University from 1958 until his retirement in 1974.
",https://en.wikipedia.org/wiki/B._F._Skinner
412,"Wallace, Henry",Henry Wallace,Wallace Hartley,FALSE,Violinist,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSUuJB9D52ylMcjGbJWG4vV_QJLJ7KGhcGJkgxrl6do9-mgGBtY,https://commons.wikimedia.org/wiki/File:Wallace_Hartley_memorial.jpg,Wallace Henry Hartley was an English violinist and bandleader on the RMS Titanic on its maiden voyage. He became famous for leading the eight-member band as the ship sank on 15 April 1912. He died in the sinking.,https://en.wikipedia.org/wiki/Wallace_Hartley
413,"Washington, George",George Washington,George Washington,TRUE,1st U.S. President,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcThqrOqMKNpGudoB5Qb8U-FFsqUGDceKuK7UewtxntADBCLGk8V,https://de.m.wikipedia.org/wiki/Datei:01_george_washington-1-.jpg,"George Washington was an American political leader, military general, statesman, and founding father who served as the first president of the United States from 1789 to 1797. ",https://en.wikipedia.org/wiki/George_Washington
415,"Willard, Frances E.",Frances E. Willard,Frances Willard,FALSE,American educator,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSx9BzrNxKExzHtJcvm4usKJ0JFH7LrFBBdUeIdWoq6ioLgGJon,https://commons.wikimedia.org/wiki/File:Frances_E_Willard_(portrait).jpg,"Frances Elizabeth Caroline Willard was an American educator, temperance reformer, and women's suffragist. Willard became the national president of Woman's Christian Temperance Union in 1879 and remained president until her death in 1898. ",https://en.wikipedia.org/wiki/Frances_Willard
418,"Biden, Jill",Jill Biden,Jill Biden,TRUE,Former Second Lady of the United States,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPG-Tajt2Ib_qiEDdOkdv4O8gGqOZDQ2MvHpU4lo0Ea4u-W7M6,https://commons.wikimedia.org/wiki/File:Jill_Biden_official_portrait_2.jpg,"Jill Tracy Jacobs Biden is an American educator who was second lady of the United States from 2009 to 2017. She is married to Joe Biden, the 47th vice president of the United States, and the Democratic Party's nominee for President of the United States in the 2020 election.
",https://en.wikipedia.org/wiki/Jill_Biden
419,"Cain, Herman",Herman Cain,Herman Cain,TRUE,American executive,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTOd_a1QRuG5K72ZLlZ92LQGCuwd3J2hh8d9eGq3eyeRO2ZErgd,https://commons.wikimedia.org/wiki/File:Herman_Cain_by_Gage_Skidmore_4.jpg,"Herman Cain was an American business executive, writer, and Tea Party activist. Born in Memphis, Tennessee, Cain grew up in Georgia and graduated from Morehouse College with a bachelor's degree in mathematics. ",https://en.wikipedia.org/wiki/Herman_Cain
421,"Coolidge, Grace Goodhue",Grace Goodhue Coolidge,Grace Coolidge,FALSE,Former First Lady of the United States,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTGb84BAZl6dUMT6L7kU80wj1Y0SGlIw279KLZch1kYcSuXpMoC,https://commons.wikimedia.org/wiki/File:Grace_Coolidge.png,"Grace Anna Coolidge was the wife of the 30th President of the United States, Calvin Coolidge. She was the First Lady of the United States from 1923 to 1929 and the Second Lady of the United States from 1921 to 1923. ",https://en.wikipedia.org/wiki/Grace_Coolidge
422,"Daguerre, Louis Jacques Mande",Louis Jacques Mande Daguerre,Louis Daguerre,FALSE,French artist,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRftPXmIlo5j1iaGJHLh4sWGBM2UifblHCfMtjefgOs_RAx2Br-,https://commons.wikimedia.org/wiki/File:Louis_Daguerre_2.jpg,"Louis-Jacques-MandÃ© Daguerre, better known as Louis Daguerre, was a French artist and photographer, recognized for his invention of the daguerreotype process of photography. He became known as one of the fathers of photography. ",https://en.wikipedia.org/wiki/Louis_Daguerre
423,"Dangerfield, Rodney",Rodney Dangerfield,Rodney Dangerfield,TRUE,American comedian,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLG1uqqEp_e0W8kbMuJqJ4J3mi78yhxb351PVXKxKkRcHfSuaY,https://commons.wikimedia.org/wiki/File:Rodney_Danagerfield_1972-1.jpg,"Jack Roy, popularly known by the stage name Rodney Dangerfield, was an American stand-up comedian. He was known for his self-deprecating one-liner humor, his catchphrase â€œI don't get no respect!â€ and his monologues on that theme.
",https://en.wikipedia.org/wiki/Rodney_Dangerfield
424,"de la Renta, Oscar",Oscar de la Renta,Oscar de la Renta,TRUE,Fashion designer,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQCp1yE9syNKIgCyNCNB3bl1dSyO5laupSJpBwJXs7V1vyRBJ0R,https://en.wikipedia.org/wiki/Oscar_de_la_Renta,"Ã“scar ArÃ­stides Renta Fiallo, known professionally as Oscar de la Renta, was a Dominican fashion designer. Born in Santo Domingo, he was trained by CristÃ³bal Balenciaga and Antonio del Castillo. ",https://en.wikipedia.org/wiki/Oscar_de_la_Renta
425,"Dempsey, Jack",Jack Dempsey,Jack Dempsey,TRUE,American professional boxer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7_6Q6QYN82wUeFMN2r-YQNRTSxlhEbcihUPt-kumZE_9ZQ7-o,https://commons.wikimedia.org/wiki/File:Jack_Dempsey_-_El_Gr%C3%A1fico_421.jpg,"William Harrison ""Jack"" Dempsey, nicknamed Kid Blackie, and The Manassa Mauler, was an American professional boxer who competed from 1914 to 1927, and reigned as the world heavyweight champion from 1919 to 1926. ",https://en.wikipedia.org/wiki/Jack_Dempsey
426,"Diaz-Balart, Jose",Jose Diaz-Balart,Jose Diaz-Balart,TRUE,American journalist,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0_6x_oWj2Eh71eryn32DJEv1qvxMv6wROXFtDn7BH4jp6ZVFA,https://en.wikipedia.org/wiki/Jos%C3%A9_D%C3%ADaz-Balart,"JosÃ© DÃ­az-Balart is a Cuban-American journalist and television anchorman. He is currently the anchor for Noticias Telemundo, the Telemundo network's early evening Spanish-language news program, as well as the network's public affairs Sunday morning program Enfoque con Jose Diaz-Balart. ",https://en.wikipedia.org/wiki/Jos%C3%A9_D%C3%ADaz-Balart
427,"Eagleton, Thomas",Thomas Eagleton,Thomas Eagleton,TRUE,Former United States Senator,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR0NKdZ6D-xHYegPmrfJAOGymqqmZpdhqke7jwDX0oY6TA2-Ad6,https://en.wikipedia.org/wiki/Thomas_Eagleton,"Thomas Francis Eagleton was a United States senator from Missouri, serving from 1968 to 1987. He was briefly the Democratic vice presidential nominee under George McGovern in 1972. ",https://en.wikipedia.org/wiki/Thomas_Eagleton
429,"Evans, Walker",Walker Evans,Walker Evans,TRUE,American photographer,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQSjPS9VXTbPI4W2pCV316_g5PaBgOqyKtbdAK1G8-Ytd8Fg4IN,https://es.m.wikipedia.org/wiki/Archivo:Walker_Evans_1937-02.jpg,Walker Evans was an American photographer and photojournalist best known for his work for the Farm Security Administration documenting the effects of the Great Depression. ,https://en.wikipedia.org/wiki/Walker_Evans
433,"Greeley, Horace",Horace Greeley,Horace Greeley,TRUE,American editor,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRB7YwSmzpPrMtl4lhPs_pUbG6xKbICyQIZasSGZj4Io70QzaiU,https://commons.wikimedia.org/wiki/File:Horace_Greeley_restored.jpg,"Horace Greeley was an American newspaper editor and publisher who was the founder and editor of the New-York Tribune, among the great newspapers of its time. ",https://en.wikipedia.org/wiki/Horace_Greeley
434,"Gregory, Dick",Dick Gregory,Dick Gregory,TRUE,American comedian,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQK4Oq-v_cNsidDRcHmZhkFODzbk9tyA3LFlj_F16sX3hJzo1Nq,https://en.wikipedia.org/wiki/Dick_Gregory,"Richard Claxton Gregory was an American comedian, civil rights and vegetarian activist, and conspiracy theorist. He spent the last decades of his life speaking regularly about numerous conspiracy theories. His writings were best sellers. ",https://en.wikipedia.org/wiki/Dick_Gregory
436,"Hitler, Adolph",Adolph Hitler,Adolf Hitler,FALSE,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSyO3YAuvyl_KTWOAxb63nMYhkOz1-Cw4cKdLMNPrTjT0C6ScAp,https://commons.wikimedia.org/wiki/File:Adolf_Hitler_cropped_restored.jpg,Adolf Hitler was a German politician and leader of the Nazi Party. He rose to power as the chancellor of Germany in 1933 and then as FÃ¼hrer in 1934. ,https://en.wikipedia.org/wiki/Adolf_Hitler
442,"Lodge, Jr., Henry Cabot",Henry Cabot Jr. Lodge,Henry Cabot Lodge Jr.,FALSE,Former United States Senator,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQDeMc6FndJ7ztyWhqmLdseCM9r4Jisl0KEpgRGJyixTJDlWXcW,https://ar.m.wikipedia.org/wiki/%D9%85%D9%84%D9%81:Cabot_Lodge_(1964).jpg,"Henry Cabot Lodge Jr., sometimes referred to as Henry Cabot Lodge II, was a Republican United States Senator from Massachusetts in both Senate seats in non-consecutive terms of service and a United States ambassador. ",https://en.wikipedia.org/wiki/Henry_Cabot_Lodge_Jr.
445,"Morton, Ferdinand ""Jelly Roll""","Ferdinand ""Jelly Roll"" Morton",Jelly Roll Morton,FALSE,American jazz pianist,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT9aUhnz62geoZHbWlr4tj-Xs0E0pW3GRrKvXJdB3yDJ5Bl-vh5,https://commons.wikimedia.org/wiki/File:TeenagedJellyRollMorton.jpg,"Ferdinand Joseph LaMothe, known professionally as Jelly Roll Morton, was an American ragtime and jazz pianist, bandleader, and composer. ",https://en.wikipedia.org/wiki/Jelly_Roll_Morton
452,"Rosselli, Matteo",Matteo Rosselli,Matteo Rosselli,TRUE,Italian painter,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSdJ4V54K368t1j3x3bgQ8b0sK3HGiwlMaOlqVD3oMdQV8W4OyQ,"https://commons.wikimedia.org/wiki/File:Matteo_rosselli,_visitazione.jpg",Matteo Rosselli was an Italian painter of the late Florentine Counter-Mannerism and early Baroque. He is best known however for his highly populated grand-manner historical paintings.,https://en.wikipedia.org/wiki/Matteo_Rosselli
453,"Schultz, Mike",Mike Schultz,Big Daddy Weave,FALSE,Band,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRlGZK-j80Mdhl-3d8D-tNhbYm7W_DjX-Q6-UgddExGmwdmB1TY,https://commons.wikimedia.org/wiki/File:Big_Daddy_Weave_concert_2013.jpg,"Big Daddy Weave is an American contemporary Christian band from Mobile, Alabama composed of Mike Weaver, Jay Weaver, Joe Shirk, Jeremy Redmon, and Brian Beihl. They are signed to Fervent Records.
The band members met in college while attending the University of Mobile. ",https://en.wikipedia.org/wiki/Big_Daddy_Weave
457,"Amsterdam, Bernard",Bernard Amsterdam,Sarah Bernhardt,FALSE,French actress,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjEeUe8gvP_VNoLFahSDlC7gA9v4Ww_jYiFOQD71xPK31umFce,https://commons.wikimedia.org/wiki/File:Sarah_Bernhardt_by_C.R._Savage2.jpg,"Sarah Bernhardt was a French stage actress who starred in some of the most popular French plays of the late 19th and early 20th centuries, including La Dame Aux Camelias by Alexandre Dumas, fils; Ruy Blas by Victor Hugo; FÃ©dora and La Tosca by Victorien Sardou; and L'Aiglon by Edmond Rostand. ",https://en.wikipedia.org/wiki/Sarah_Bernhardt
458,"Anderson, John B.",John B. Anderson,John B. Anderson,TRUE,Politician,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTV6Kyk156_I3uJTwsvQMHqaXJRM8fWyzMYWMcam2fvIKbSfEd1,https://en.wikipedia.org/wiki/John_B._Anderson,"John Bayard Anderson was a United States politician from Illinois. As a member of the Republican Party, he served in the United States House of Representatives, representing Illinois's 16th congressional district from 1961 to 1981. ",https://en.wikipedia.org/wiki/John_B._Anderson
459,"Baer, Ralph H.",Ralph H. Baer,Ralph H. Baer,TRUE,American-German inventor,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRL7KDMGFz5O--XEcnl9MMjO2_eWmirR4K3WmUW_KQwQEwxvUYc,https://commons.wikimedia.org/wiki/File:Ralph-Baer.jpg,"Ralph Henry Baer was a German-Jewish-born American inventor, game developer, and engineer.
Baer's family fled Germany just before World War II and Baer served the American war effort, gaining an interest in electronics shortly thereafter. ",https://en.wikipedia.org/wiki/Ralph_H._Baer
460,"Baird, Bill",Bill Baird,Billie Eilish,FALSE,Singer-songwriter,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMpiLyvcicYAAhvaqEyosLjKIC9Enu-eE5H_dX8tDpAmJ30D7h,https://commons.wikimedia.org/wiki/File:Billie_Eilish_2019_by_Glenn_Francis_(cropped)_2.jpg,"Billie Eilish Pirate Baird O'Connell is an American singer and songwriter. She first gained attention in 2015 when she uploaded the song ""Ocean Eyes"" to SoundCloud, which was subsequently released by the Interscope Records subsidiary Darkroom. ",https://en.wikipedia.org/wiki/Billie_Eilish
462,"Bentsen, Lloyd",Lloyd Bentsen,Lloyd Bentsen,TRUE,Former United States Senator,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdYYPje2KhM0iy74A8hZ5DEJJP3kZ4hw26GDZVAYKY56hWbrri,https://en.wikipedia.org/wiki/Lloyd_Bentsen,Lloyd Millard Bentsen Jr. was an American politician who was a four-term United States Senator from Texas and the Democratic Party nominee for vice president in 1988 on the Michael Dukakis ticket. ,https://en.wikipedia.org/wiki/Lloyd_Bentsen
463,"Bigelow, John",John Bigelow,John Bigelow,TRUE,American lawyer,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTvCg6g2d1nPSCy_SaW0UliDikWdVVyezNgDMANNoWZvS5uH9b6,https://en.wikipedia.org/wiki/John_Bigelow,John Bigelow Sr. was an American lawyer and statesman.,https://en.wikipedia.org/wiki/John_Bigelow
464,"Brooks, Troyal Garth",Troyal Garth Brooks,Garth Brooks,FALSE,American singer-songwriter,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSKb12shqCb9MQvuSUaFtbaHT3jljQN9pKKp7_yEs6IcyFeop8S,https://commons.wikimedia.org/wiki/File:Garth_Brooks_1.jpg,"Troyal Garth Brooks is an American singer and songwriter. His integration of rock and pop elements into the country genre has earned him popularity, particularly in the United States with success on the country music single and album charts, multi-platinum recordings and record-breaking live performances, while also crossing over into the mainstream pop arena.
",https://en.wikipedia.org/wiki/Garth_Brooks
