Name,Name_ID,Name_Display,Category,fill_check,border_check,Items
"Long, Edith C.",LongEdithC,Edith C. Long,Cultural and Community Life,ccl,ccl,2
"Longfellow, Henry Wadsworth",LongfellowHenryWadsworth,Henry Wadsworth Longfellow,Political and Military History,pmh,pmh,2
"Loper, R. F.",LoperRF,R. F. Loper,Work and Industry,wi,wi,2
"Lopez, George T.",LopezGeorgeT,George T. Lopez,Cultural and Community Life,ccl,ccl,2
"Lopez, Jose Ramon",LopezJoseRamon,Jose Ramon Lopez,Cultural and Community Life,ccl,ccl,2
"Lorenz, William A.",LorenzWilliamA,William A. Lorenz,Work and Industry,wi,wi,2
"Lot, Louis",LotLouis,Louis Lot,Cultural and Community Life,ccl,ccl,2
"Lott, Trent",LottTrent,Trent Lott,Political and Military History,pmh,pmh,2
"Lovett, Sr., Robert",LovettSrRobert,Robert Sr. Lovett,Medicine and Science,ms,ms,2
"Luman, Bob",LumanBob,Bob Luman,Cultural and Community Life,ccl,ccl,2
"Lyman, Josiah",LymanJosiah,Josiah Lyman,Medicine and Science,ms,ms,2
"Lyon, I. W.",LyonIW,I. W. Lyon,Medicine and Science,ms,ms,2
"Lyons, Harry",LyonsHarry,Harry Lyons,Political and Military History,pmh,pmh,2
"Lyte, MC",LyteMC,MC Lyte,Cultural and Community Life,ccl,ccl,2
"Mabley, Moms",MableyMoms,Moms Mabley,Cultural and Community Life,ccl,ccl,2
"Mabon, Willie",MabonWillie,Willie Mabon,Cultural and Community Life,ccl,ccl,2
"Macdonald, F.",MacdonaldF,F. Macdonald,Work and Industry,wi,wi,2
"Machado, Isabel J. Santos",MachadoIsabelJSantos,Isabel J. Santos Machado,Cultural and Community Life,ccl,ccl,2
"Macoska, Janet",MacoskaJanet,Janet Macoska,Work and Industry,wi,wi,2
"Makris, Doris",MakrisDoris,Doris Makris,Political and Military History,pmh,pmh,2
"Maller, Julius B.",MallerJuliusB,Julius B. Maller,Medicine and Science,ms,ms,2
"Mallery, Garrick",MalleryGarrick,Garrick Mallery,Work and Industry,wi,wi,2
"Malm, Alexander",MalmAlexander,Alexander Malm,Work and Industry,wi,wi,2
"Malmberg, Philip",MalmbergPhilip,Philip Malmberg,Medicine and Science,ms,ms,2
"Malmkvist, Siw",MalmkvistSiw,Siw Malmkvist,Cultural and Community Life,ccl,ccl,2
"Maltese, Michael",MalteseMichael,Michael Maltese,Cultural and Community Life,ccl,ccl,2
"Mancini, Henry",ManciniHenry,Henry Mancini,Cultural and Community Life,ccl,ccl,2
"Mandel, Marvin",MandelMarvin,Marvin Mandel,Political and Military History,pmh,pmh,2
"Mantegna, Andrea",MantegnaAndrea,Andrea Mantegna,Work and Industry,wi,wi,2
"Manuel, Simone",ManuelSimone,Simone Manuel,Cultural and Community Life,ccl,ccl,2
"Maratti, Carlo",MarattiCarlo,Carlo Maratti,Work and Industry,wi,wi,2
"Marcil, Philip H.",MarcilPhilipH,Philip H. Marcil,Cultural and Community Life,ccl,ccl,2
"Marsh, Alice Wright",MarshAliceWright,Alice Wright Marsh,Cultural and Community Life,ccl,ccl,2
"Marshall, Donn",MarshallDonn,Donn Marshall,Medicine and Science,ms,ms,2
"Marshall, George",MarshallGeorge,George Marshall,Political and Military History,pmh,pmh,2
"Martin, Dean",MartinDean,Dean Martin,Cultural and Community Life,ccl,ccl,2
"Martin, William N.",MartinWilliamN,William N. Martin,Cultural and Community Life,ccl,ccl,2
"Maslon, Jimmie Lee",MaslonJimmieLee,Jimmie Lee Maslon,Cultural and Community Life,ccl,ccl,2
"Mason, Catalina Juliana",MasonCatalinaJuliana,Catalina Juliana Mason,Cultural and Community Life,ccl,ccl,2
"Mason, Catherine Gartz Robb",MasonCatherineGartzRobb,Catherine Gartz Robb Mason,Cultural and Community Life,ccl,ccl,2
"Mason, James",MasonJames,James Mason,Work and Industry,wi,wi,2
"Mason, Thomas",MasonThomas,Thomas Mason,Work and Industry,wi,wi,2
"Mason, William",MasonWilliam,William Mason,Cultural and Community Life,ccl,ccl,2
"Mast, Josie",MastJosie,Josie Mast,Cultural and Community Life,ccl,ccl,2
"Mather, Fred P.",MatherFredP,Fred P. Mather,Cultural and Community Life,ccl,ccl,2
"Mathewson, Christy",MathewsonChristy,Christy Mathewson,Cultural and Community Life,ccl,ccl,2
"Maurice, Charles C.",MauriceCharlesC,Charles C. Maurice,Work and Industry,wi,wi,2
"Maverick, Peter",MaverickPeter,Peter Maverick,Cultural and Community Life,ccl,ccl,2
"Max, Jacoby & Zeller",MaxJacoby&Zeller,Jacoby & Zeller Max,Cultural and Community Life,ccl,ccl,2
"Mayer, Jo",MayerJo,Jo Mayer,Medicine and Science,ms,ms,2
"Mays, Willie",MaysWillie,Willie Mays,Cultural and Community Life,ccl,ccl,2
"Mazza, Kathy",MazzaKathy,Kathy Mazza,Political and Military History,pmh,pmh,2
"McCarthy, Joseph",McCarthyJoseph,Joseph McCarthy,Political and Military History,pmh,pmh,2
"McClay, Samuel",McClaySamuel,Samuel McClay,Political and Military History,pmh,pmh,2
"McClennan, Tommy",McClennanTommy,Tommy McClennan,Cultural and Community Life,ccl,ccl,2
"McClure, Marc",McClureMarc,Marc McClure,Cultural and Community Life,ccl,ccl,2
"McConnell, Mitch",McConnellMitch,Mitch McConnell,Political and Military History,pmh,pmh,2
"McCormick-Goodhart, Mark",McCormick-GoodhartMark,Mark McCormick-Goodhart,Work and Industry,wi,wi,2
"McDowell, Fred",McDowellFred,Fred McDowell,Cultural and Community Life,ccl,ccl,2
"McGee, Patti Villa",McGeePattiVilla,Patti Villa McGee,Cultural and Community Life,ccl,ccl,2
"McGhee, Brownie",McGheeBrownie,Brownie McGhee,Cultural and Community Life,ccl,ccl,2
"McKinley, Frederick E.",McKinleyFrederickE,Frederick E. McKinley,Cultural and Community Life,ccl,ccl,2
"McLain, Tommy",McLainTommy,Tommy McLain,Cultural and Community Life,ccl,ccl,2
"McVea, Jack",McVeaJack,Jack McVea,Cultural and Community Life,ccl,ccl,2
"Meade, Charles R.",MeadeCharlesR,Charles R. Meade,Work and Industry,wi,wi,2
"Meade, Richard Kidder",MeadeRichardKidder,Richard Kidder Meade,Cultural and Community Life,ccl,ccl,2
"Meaders, Cheever",MeadersCheever,Cheever Meaders,Cultural and Community Life,ccl,ccl,2
"Meily, Charles",MeilyCharles,Charles Meily,Cultural and Community Life,ccl,ccl,2
"Melton, Jacob",MeltonJacob,Jacob Melton,Cultural and Community Life,ccl,ccl,2
"Menell, Rosemary Grimes",MenellRosemaryGrimes,Rosemary Grimes Menell,Cultural and Community Life,ccl,ccl,2
"Merritt, Ralph",MerrittRalph,Ralph Merritt,Medicine and Science,ms,ms,2
"Meyer, Heinrich Friedrich",MeyerHeinrichFriedrich,Heinrich Friedrich Meyer,Cultural and Community Life,ccl,ccl,2
"Meyer, Henry",MeyerHenry,Henry Meyer,Work and Industry,wi,wi,2
"Michelin, Francis",MichelinFrancis,Francis Michelin,Cultural and Community Life,ccl,ccl,2
"Midgette, Darroll Ann",MidgetteDarrollAnn,Darroll Ann Midgette,Cultural and Community Life,ccl,ccl,2
"Mikulski, Barbara",MikulskiBarbara,Barbara Mikulski,Political and Military History,pmh,pmh,2
"Milburn, Amos",MilburnAmos,Amos Milburn,Cultural and Community Life,ccl,ccl,2
"Miles, John",MilesJohn,John Miles,Political and Military History,pmh,pmh,2
"Millinder, Lucky",MillinderLucky,Lucky Millinder,Cultural and Community Life,ccl,ccl,2
"Milne, S.",MilneS,S. Milne,Work and Industry,wi,wi,2
"Milne, William J.",MilneWilliamJ,William J. Milne,Medicine and Science,ms,ms,2
"Mimms, Garnet",MimmsGarnet,Garnet Mimms,Cultural and Community Life,ccl,ccl,2
"Minevitch, Borrah",MinevitchBorrah,Borrah Minevitch,Cultural and Community Life,ccl,ccl,2
"Mitchell, Willie",MitchellWillie,Willie Mitchell,Cultural and Community Life,ccl,ccl,2
"Mondale, Joan",MondaleJoan,Joan Mondale,Political and Military History,pmh,pmh,2
"Monroe, Charlie",MonroeCharlie,Charlie Monroe,Cultural and Community Life,ccl,ccl,2
"Monroe, Marion",MonroeMarion,Marion Monroe,Medicine and Science,ms,ms,2
"Monroe, Walter Scott",MonroeWalterScott,Walter Scott Monroe,Medicine and Science,ms,ms,2
"Moore, Charles",MooreCharles,Charles Moore,Work and Industry,wi,wi,2
"Moore, Clayton",MooreClayton,Clayton Moore,Cultural and Community Life,ccl,ccl,2
"Moore, Eloise Tasher",MooreEloiseTasher,Eloise Tasher Moore,Cultural and Community Life,ccl,ccl,2
"Moran, Edward Percy",MoranEdwardPercy,Edward Percy Moran,Work and Industry,wi,wi,2
"Morelli, Stanislao",MorelliStanislao,Stanislao Morelli,Work and Industry,wi,wi,2
"Morgan, George T.",MorganGeorgeT,George T. Morgan,Political and Military History,pmh,pmh,2
"Mori, Hanae",MoriHanae,Hanae Mori,Cultural and Community Life,ccl,ccl,2
"Moro, Antonio",MoroAntonio,Antonio Moro,Work and Industry,wi,wi,2
"Morris, Charles",MorrisCharles,Charles Morris,Cultural and Community Life,ccl,ccl,2
"Morris, Jacob",MorrisJacob,Jacob Morris,Political and Military History,pmh,pmh,2
"Morris, William",MorrisWilliam,William Morris,Work and Industry,wi,wi,2
"Morse, Lee",MorseLee,Lee Morse,Cultural and Community Life,ccl,ccl,2
"Moss, Buddy",MossBuddy,Buddy Moss,Cultural and Community Life,ccl,ccl,2
"Mount, William Sidney",MountWilliamSidney,William Sidney Mount,Cultural and Community Life,ccl,ccl,2
"Muller, Constantin",MullerConstantin,Constantin Muller,Work and Industry,wi,wi,2
"Murillo, Bartolome Esteban",MurilloBartolomeEsteban,Bartolome Esteban Murillo,Work and Industry,wi,wi,2
"Murphy, Dan",MurphyDan,Dan Murphy,Work and Industry,wi,wi,2
"Murphy, John",MurphyJohn,John Murphy,Work and Industry,wi,wi,2
"Murphy, Susan",MurphySusan,Susan Murphy,Political and Military History,pmh,pmh,2
"Musselwhite, Charlie",MusselwhiteCharlie,Charlie Musselwhite,Cultural and Community Life,ccl,ccl,2
"Mussolini, Benito",MussoliniBenito,Benito Mussolini,Political and Military History,pmh,pmh,2
"Myers, Charlotte Bailey",MyersCharlotteBailey,Charlotte Bailey Myers,Cultural and Community Life,ccl,ccl,2
"Myers, Frances",MyersFrances,Frances Myers,Work and Industry,wi,wi,2
"Myers, Mordacai",MyersMordacai,Mordacai Myers,Cultural and Community Life,ccl,ccl,2
"Nairne, Edward",NairneEdward,Edward Nairne,Work and Industry,wi,wi,2
"Nakai, Mr.",NakaiMr,Mr. Nakai,Political and Military History,pmh,pmh,2
"Nakashima, George",NakashimaGeorge,George Nakashima,Cultural and Community Life,ccl,ccl,2
"Narhi, CW2 Monica",NarhiCW2Monica,CW2 Monica Narhi,Political and Military History,pmh,pmh,2
"Natzler, Gertrud",NatzlerGertrud,Gertrud Natzler,Cultural and Community Life,ccl,ccl,2
"Neagle, J. B.",NeagleJB,J. B. Neagle,Work and Industry,wi,wi,2
"Neale, Robert",NealeRobert,Robert Neale,Work and Industry,wi,wi,2
"Nelson, Bill",NelsonBill,Bill Nelson,Political and Military History,pmh,pmh,2
"Nelson, Willie",NelsonWillie,Willie Nelson,Cultural and Community Life,ccl,ccl,2
"Neville, Aaron",NevilleAaron,Aaron Neville,Cultural and Community Life,ccl,ccl,2
"Newbury, Boliver",NewburyBoliver,Boliver Newbury,Work and Industry,wi,wi,2
"Newley, Anthony",NewleyAnthony,Anthony Newley,Cultural and Community Life,ccl,ccl,2
"Newman, Bernard",NewmanBernard,Bernard Newman,Cultural and Community Life,ccl,ccl,2
"Nicklaus, Jack",NicklausJack,Jack Nicklaus,Cultural and Community Life,ccl,ccl,2
"Nightingale, Florence",NightingaleFlorence,Florence Nightingale,Work and Industry,wi,wi,2
"Nimitz, Chester W.",NimitzChesterW,Chester W. Nimitz,Work and Industry,wi,wi,2
"Nimoy, Leonard",NimoyLeonard,Leonard Nimoy,Cultural and Community Life,ccl,ccl,2
"Nixon, Richard M.",NixonRichardM,Richard M. Nixon,Cultural and Community Life,ccl,ccl,2
"Nixon, Richard M.",NixonRichardM,Richard M. Nixon,Work and Industry,wi,wi,2
"Nohring, J.",NohringJ,J. Nohring,Work and Industry,wi,wi,2
"Noone, Jimmie",NooneJimmie,Jimmie Noone,Cultural and Community Life,ccl,ccl,2
"Norcross Safety Products, L. L. C.",NorcrossSafetyProductsLLC,L. L. C. Norcross Safety Products,Work and Industry,wi,wi,2
"Nordheim, Johann Georg",NordheimJohannGeorg,Johann Georg Nordheim,Work and Industry,wi,wi,2
"Noriega, Manuel Antonio",NoriegaManuelAntonio,Manuel Antonio Noriega,Political and Military History,pmh,pmh,2
"Norris, Land",NorrisLand,Land Norris,Cultural and Community Life,ccl,ccl,2
"Nutting, Perley Gilman",NuttingPerleyGilman,Perley Gilman Nutting,Work and Industry,wi,wi,2
"Nye, Bill",NyeBill,Bill Nye,Cultural and Community Life,ccl,ccl,2
"Ochs, Phil",OchsPhil,Phil Ochs,Cultural and Community Life,ccl,ccl,2
"O'Dea, Laura Isabelle",O'DeaLauraIsabelle,Laura Isabelle O'Dea,Cultural and Community Life,ccl,ccl,2
"Odhner, W. T.",OdhnerWT,W. T. Odhner,Medicine and Science,ms,ms,2
"Oehler, Oskar",OehlerOskar,Oskar Oehler,Cultural and Community Life,ccl,ccl,2
"Olderman, Murray",OldermanMurray,Murray Olderman,Cultural and Community Life,ccl,ccl,2
"Oldham, Spooner",OldhamSpooner,Spooner Oldham,Cultural and Community Life,ccl,ccl,2
"Olds, Margaret Hay Atwater",OldsMargaretHayAtwater,Margaret Hay Atwater Olds,Cultural and Community Life,ccl,ccl,2
"Oliver, King",OliverKing,King Oliver,Cultural and Community Life,ccl,ccl,2
"Olivier, Jim",OlivierJim,Jim Olivier,Cultural and Community Life,ccl,ccl,2
"Olmsted, Allen S.",OlmstedAllenS,Allen S. Olmsted,Medicine and Science,ms,ms,2
"Ono, Yoko",OnoYoko,Yoko Ono,Cultural and Community Life,ccl,ccl,2
"Opper, Frederick Burr",OpperFrederickBurr,Frederick Burr Opper,Work and Industry,wi,wi,2
"Osborne, John",OsborneJohn,John Osborne,Cultural and Community Life,ccl,ccl,2
"Osinski, Christine",OsinskiChristine,Christine Osinski,Work and Industry,wi,wi,2
"Ott, Albert",OttAlbert,Albert Ott,Medicine and Science,ms,ms,2
"Otto, Nicolaus A.",OttoNicolausA,Nicolaus A. Otto,Work and Industry,wi,wi,2
"Otto, W.",OttoW,W. Otto,Work and Industry,wi,wi,2
"Owens, Dusty",OwensDusty,Dusty Owens,Cultural and Community Life,ccl,ccl,2
"Page, Grace H. M.",PageGraceHM,Grace H. M. Page,Cultural and Community Life,ccl,ccl,2
"Palmer, J. A.",PalmerJA,J. A. Palmer,Work and Industry,wi,wi,2
"Papenfuss, Janet Katherine",PapenfussJanetKatherine,Janet Katherine Papenfuss,Medicine and Science,ms,ms,2
"Papenfuss, Kaitlin Marie",PapenfussKaitlinMarie,Kaitlin Marie Papenfuss,Medicine and Science,ms,ms,2
"Paris, Frank",ParisFrank,Frank Paris,Cultural and Community Life,ccl,ccl,2
"Park, Alice",ParkAlice,Alice Park,Political and Military History,pmh,pmh,2
"Parker, Charlie",ParkerCharlie,Charlie Parker,Cultural and Community Life,ccl,ccl,2
"Parker, Chubby",ParkerChubby,Chubby Parker,Cultural and Community Life,ccl,ccl,2
"Parker, Lois M.",ParkerLoisM,Lois M. Parker,Medicine and Science,ms,ms,2
"Parrish, Stephen",ParrishStephen,Stephen Parrish,Work and Industry,wi,wi,2
"Patterson, Jefferson",PattersonJefferson,Jefferson Patterson,Cultural and Community Life,ccl,ccl,2
"Patterson, Jefferson",PattersonJefferson,Jefferson Patterson,Political and Military History,pmh,pmh,2
"Patterson, Martha Johnson",PattersonMarthaJohnson,Martha Johnson Patterson,Political and Military History,pmh,pmh,2
"Patton, Roy E.",PattonRoyE,Roy E. Patton,Cultural and Community Life,ccl,ccl,2
"Paul, Rand",PaulRand,Rand Paul,Political and Military History,pmh,pmh,2
"Paxson, Susanna Simmons",PaxsonSusannaSimmons,Susanna Simmons Paxson,Cultural and Community Life,ccl,ccl,2
"Peabody, Edwin N.",PeabodyEdwinN,Edwin N. Peabody,Work and Industry,wi,wi,2
"Peabody, Howard B.",PeabodyHowardB,Howard B. Peabody,Political and Military History,pmh,pmh,2
"Peake, James",PeakeJames,James Peake,Work and Industry,wi,wi,2
"Pearson, Maury",PearsonMaury,Maury Pearson,Cultural and Community Life,ccl,ccl,2
"Peirce, Isaac Newton",PeirceIsaacNewton,Isaac Newton Peirce,Cultural and Community Life,ccl,ccl,2
"Penn, William",PennWilliam,William Penn,Political and Military History,pmh,pmh,2
"Pennis, Johannis",PennisJohannis,Johannis Pennis,Medicine and Science,ms,ms,2
"Penny, Hank",PennyHank,Hank Penny,Cultural and Community Life,ccl,ccl,2
"Peresson, Sergio",PeressonSergio,Sergio Peresson,Cultural and Community Life,ccl,ccl,2
"Perry, Matthew C.",PerryMatthewC,Matthew C. Perry,Work and Industry,wi,wi,2
"Peter, Paul and Mary",PeterPaulandMary,Paul and Mary Peter,Cultural and Community Life,ccl,ccl,2
"Petzold, Wilh.",PetzoldWilh,Wilh. Petzold,Medicine and Science,ms,ms,2
"Peyer, Favarger et Cie",PeyerFavargeretCie,Favarger et Cie Peyer,Medicine and Science,ms,ms,2
"Pharazyn, A.",PharazynA,A. Pharazyn,Cultural and Community Life,ccl,ccl,2
"Phillips, George",PhillipsGeorge,George Phillips,Cultural and Community Life,ccl,ccl,2
"Phillips, Irving",PhillipsIrving,Irving Phillips,Work and Industry,wi,wi,2
"Piazza, Rod",PiazzaRod,Rod Piazza,Cultural and Community Life,ccl,ccl,2
"Pickersgill, Mary",PickersgillMary,Mary Pickersgill,Political and Military History,pmh,pmh,2
"Pickow, George",PickowGeorge,George Pickow,Cultural and Community Life,ccl,ccl,2
"Pierce, Franklin",PierceFranklin,Franklin Pierce,Work and Industry,wi,wi,2
"Pierce, R. V.",PierceRV,R. V. Pierce,Medicine and Science,ms,ms,2
"Pike, Mabel Holiday",PikeMabelHoliday,Mabel Holiday Pike,Cultural and Community Life,ccl,ccl,2
"Pinelli, Bartolomeo",PinelliBartolomeo,Bartolomeo Pinelli,Work and Industry,wi,wi,2
"Pintner, Rudolf",PintnerRudolf,Rudolf Pintner,Medicine and Science,ms,ms,2
"Piper, Edwin J.",PiperEdwinJ,Edwin J. Piper,Cultural and Community Life,ccl,ccl,2
"Piton, Camille",PitonCamille,Camille Piton,Work and Industry,wi,wi,2
"Pixii, Hippolyte",PixiiHippolyte,Hippolyte Pixii,Medicine and Science,ms,ms,2
"Plossl, Simon",PlosslSimon,Simon Plossl,Medicine and Science,ms,ms,2
"Plumbe, Jr., John",PlumbeJrJohn,John Jr. Plumbe,Cultural and Community Life,ccl,ccl,2
"Pollock, Allan",PollockAllan,Allan Pollock,Medicine and Science,ms,ms,2
"Pomus, Doc",PomusDoc,Doc Pomus,Cultural and Community Life,ccl,ccl,2
"Pool, Horace Minot",PoolHoraceMinot,Horace Minot Pool,Medicine and Science,ms,ms,2
"Pool, M (atthys)?",PoolM(atthys)?,M (atthys)? Pool,Medicine and Science,ms,ms,2
"Posey, Henry D.",PoseyHenryD,Henry D. Posey,Cultural and Community Life,ccl,ccl,2
"Potter, Jr., Charles",PotterJrCharles,Charles Jr. Potter,Work and Industry,wi,wi,2
"Potter, Paulus",PotterPaulus,Paulus Potter,Work and Industry,wi,wi,2
"Potter, William Henry",PotterWilliamHenry,William Henry Potter,Cultural and Community Life,ccl,ccl,2
"Powell, George",PowellGeorge,George Powell,Cultural and Community Life,ccl,ccl,2
"Powell, Katherine Brooke",PowellKatherineBrooke,Katherine Brooke Powell,Cultural and Community Life,ccl,ccl,2
"Preston, John",PrestonJohn,John Preston,Cultural and Community Life,ccl,ccl,2
"Price, Alma Rae",PriceAlmaRae,Alma Rae Price,Cultural and Community Life,ccl,ccl,2
"Price, Pamela",PricePamela,Pamela Price,Cultural and Community Life,ccl,ccl,2
"Prosch, George W.",ProschGeorgeW,George W. Prosch,Work and Industry,wi,wi,2
"Puente, Tito",PuenteTito,Tito Puente,Cultural and Community Life,ccl,ccl,2
"Pughe, J. S.",PugheJS,J. S. Pughe,Political and Military History,pmh,pmh,2
"Puig, Ramon",PuigRamon,Ramon Puig,Cultural and Community Life,ccl,ccl,2
"Putnam, George Palmer",PutnamGeorgePalmer,George Palmer Putnam,Work and Industry,wi,wi,2
"Quail, William",QuailWilliam,William Quail,Work and Industry,wi,wi,2
"Quenot, J. P.",QuenotJP,J. P. Quenot,Work and Industry,wi,wi,2
"Quilles, Kim",QuillesKim,Kim Quilles,Cultural and Community Life,ccl,ccl,2
"Quilles, Mario",QuillesMario,Mario Quilles,Cultural and Community Life,ccl,ccl,2
"Quinet, Achille",QuinetAchille,Achille Quinet,Work and Industry,wi,wi,2
"Rabbitt, Eddie",RabbittEddie,Eddie Rabbitt,Cultural and Community Life,ccl,ccl,2
"Raemaekers, Louis",RaemaekersLouis,Louis Raemaekers,Political and Military History,pmh,pmh,2
"Ralston, Esther",RalstonEsther,Esther Ralston,Cultural and Community Life,ccl,ccl,2
"Rambow, Herman",RambowHerman,Herman Rambow,Cultural and Community Life,ccl,ccl,2
"Ramsey, Patience",RamseyPatience,Patience Ramsey,Cultural and Community Life,ccl,ccl,2
"Randolph, Theodore F.",RandolphTheodoreF,Theodore F. Randolph,Medicine and Science,ms,ms,2
